127.0.0.1, 2012-03-23 03:30:09, GET, /, HTTP/1.1, 303, 0.000846
127.0.0.1, 2012-03-31 18:49:22, GET, /init/, HTTP/1.1, 200, 0.021493
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000528
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.001017
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000398
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000394
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000863
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000542
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000436
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000387
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000851
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/css/styles.css, HTTP/1.1, 304, 0.000545
127.0.0.1, 2012-03-31 18:49:22, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000548
127.0.0.1, 2012-03-31 18:49:44, GET, /init/, HTTP/1.1, 200, 0.017650
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000463
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.001124
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000420
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000393
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000413
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000464
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000278
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000288
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/css/styles.css, HTTP/1.1, 304, 0.000220
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000414
127.0.0.1, 2012-03-31 18:49:44, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000466
127.0.0.1, 2012-03-31 18:50:01, GET, /init/, HTTP/1.1, 200, 0.026094
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.001667
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000365
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000371
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000445
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.003464
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.004715
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000404
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000436
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000479
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/css/styles.css, HTTP/1.1, 304, 0.000270
127.0.0.1, 2012-03-31 18:50:01, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000426
127.0.0.1, 2012-03-31 18:50:24, GET, /init/, HTTP/1.1, 200, 0.024028
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.001376
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.001107
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.002039
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.002376
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000371
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000403
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.001084
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000736
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.001345
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000398
127.0.0.1, 2012-03-31 18:50:24, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000415
127.0.0.1, 2012-03-31 18:50:54, GET, /init/, HTTP/1.1, 200, 0.024242
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000938
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.002581
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.002549
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.001823
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.001061
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.001958
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000755
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.001782
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000715
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000427
127.0.0.1, 2012-03-31 18:50:54, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000418
127.0.0.1, 2012-03-31 18:51:23, GET, /init/, HTTP/1.1, 200, 0.016883
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000359
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000364
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000386
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.001044
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000404
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.003516
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.005458
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000412
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000493
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.004257
127.0.0.1, 2012-03-31 18:51:23, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000513
127.0.0.1, 2012-03-31 18:51:32, GET, /init/, HTTP/1.1, 200, 0.017894
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000428
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.001928
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000236
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000358
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000500
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.002250
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000404
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000348
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000393
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.007102
127.0.0.1, 2012-03-31 18:51:32, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000496
127.0.0.1, 2012-03-31 18:51:58, GET, /init/, HTTP/1.1, 200, 0.017726
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000370
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000356
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.002398
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.003534
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.001836
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.001887
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.006228
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000767
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000611
127.0.0.1, 2012-03-31 18:51:58, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.003220
127.0.0.1, 2012-03-31 18:51:59, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000454
127.0.0.1, 2012-03-31 18:51:59, GET, /init/static/grayicon.png, HTTP/1.1, 304, 0.000465
127.0.0.1, 2012-03-31 18:52:07, GET, /init/, HTTP/1.1, 200, 0.023541
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000340
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000337
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000827
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.003484
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000335
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000908
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.005432
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.003213
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000476
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000443
127.0.0.1, 2012-03-31 18:52:07, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000469
127.0.0.1, 2012-03-31 18:52:14, GET, /init/, HTTP/1.1, 200, 0.021050
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000864
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000806
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000984
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.004842
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000453
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000801
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000879
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.002919
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000514
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000446
127.0.0.1, 2012-03-31 18:52:14, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000433
127.0.0.1, 2012-03-31 18:52:21, GET, /init/, HTTP/1.1, 200, 0.030146
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000429
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000425
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000424
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000422
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000693
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.005100
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.001220
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.001095
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000911
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000994
127.0.0.1, 2012-03-31 18:52:21, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000306
127.0.0.1, 2012-03-31 18:52:26, GET, /init/, HTTP/1.1, 200, 0.019266
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000418
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000522
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000884
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000580
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.001052
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.001590
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.002005
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.001110
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000363
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000241
127.0.0.1, 2012-03-31 18:52:26, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000438
127.0.0.1, 2012-03-31 18:52:46, GET, /init/, HTTP/1.1, 200, 0.019200
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000481
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000395
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.002348
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.002551
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.001824
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.004299
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.001087
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.001001
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.001640
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000439
127.0.0.1, 2012-03-31 18:52:46, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000409
127.0.0.1, 2012-03-31 18:54:54, GET, /init/, HTTP/1.1, 200, 0.021803
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000458
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.001792
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.001557
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.001292
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.002979
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000423
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000416
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.006114
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000337
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.002546
127.0.0.1, 2012-03-31 18:54:54, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000413
127.0.0.1, 2012-03-31 18:55:00, GET, /init/, HTTP/1.1, 200, 0.016663
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000451
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000481
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000409
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000393
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000426
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000351
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000361
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000401
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000451
127.0.0.1, 2012-03-31 18:55:00, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.006033
127.0.0.1, 2012-03-31 18:55:01, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000299
127.0.0.1, 2012-03-31 18:55:14, GET, /init/, HTTP/1.1, 200, 0.024957
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.001019
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000915
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000449
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000860
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000393
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000438
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.003180
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.002151
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.004799
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000493
127.0.0.1, 2012-03-31 18:55:14, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000405
127.0.0.1, 2012-03-31 18:55:56, GET, /init/, HTTP/1.1, 200, 0.020672
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000956
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000561
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000398
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.001955
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000420
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000384
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000394
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000323
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.001040
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000362
127.0.0.1, 2012-03-31 18:55:56, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000303
127.0.0.1, 2012-03-31 18:56:06, GET, /init/, HTTP/1.1, 200, 0.019882
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000453
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.001064
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000991
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.001601
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.001111
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000560
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000451
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000539
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000934
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000425
127.0.0.1, 2012-03-31 18:56:06, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000305
127.0.0.1, 2012-03-31 18:56:19, GET, /init/, HTTP/1.1, 200, 0.026150
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000404
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.001635
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.000394
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.001590
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.001192
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.002696
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.001939
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000898
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000396
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000423
127.0.0.1, 2012-03-31 18:56:19, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000293
127.0.0.1, 2012-03-31 18:56:33, GET, /init/, HTTP/1.1, 200, 0.018094
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000546
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.001864
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.000403
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.003162
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000454
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000479
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000398
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.000427
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/js/superfish.js, HTTP/1.1, 304, 0.000473
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/css/styles.css, HTTP/1.1, 200, 0.000297
127.0.0.1, 2012-03-31 18:56:33, GET, /init/static/images/roughcloth.png, HTTP/1.1, 304, 0.000437
127.0.0.1, 2012-03-31 18:56:58, GET, /init/, HTTP/1.1, 200, 0.019586
127.0.0.1, 2012-03-31 18:56:58, GET, /init/static/js/jquery.js, HTTP/1.1, 304, 0.000881
127.0.0.1, 2012-03-31 18:56:58, GET, /init/static/js/web2py.js, HTTP/1.1, 304, 0.000377
127.0.0.1, 2012-03-31 18:56:58, GET, /init/static/css/calendar.css, HTTP/1.1, 304, 0.000394
127.0.0.1, 2012-03-31 18:56:58, GET, /init/static/js/calendar.js, HTTP/1.1, 304, 0.001877
127.0.0.1, 2012-03-31 18:56:58, GET, /init/static/js/modernizr.custom.js, HTTP/1.1, 304, 0.004222
127.0.0.1, 2012-03-31 18:56:58, GET, /init/static/css/skeleton.css, HTTP/1.1, 304, 0.000409
127.0.0.1, 2012-03-31 18:56:58, GET, /init/static/css/web2py.css, HTTP/1.1, 304, 0.000395
127.0.0.1, 2012-03-31 18:56:58, GET, /init/static/css/superfish.css, HTTP/1.1, 304, 0.001099
